decimalLatitude,decimalLongitude,vernacularName
69.044,-163.748,polar bear
72.15,-154.05,polar bear
69.6,-140.15,polar bear
74.2333,-132.9333,polar bear
75.748,-144.484,polar bear
72.254,-152.865,polar bear
74.896,-139.788,polar bear
70.0668,-143.9921,polar bear
71.81,-140.172,polar bear
70.5562,-149.5825,polar bear
70.1907,-147.3245,polar bear
78.486,-170.809,polar bear
70.5687,-151.396,polar bear
70.809,-138.464,polar bear
77.919,-159.966,polar bear
70.5178,-149.1602,polar bear
69.466,-139.711,polar bear
69.9969,-144.399,polar bear
69.5574,-141.7903,polar bear
71.169,-154.113,polar bear
69.6833,-161.0167,polar bear
70.0129,-143.0345,polar bear
71.2865,-178.6545,polar bear
72.622,-178.946,polar bear
70.8413,-154.012,polar bear
70.75,-178.36,polar bear
68.509,-166.302,polar bear
71.038,-178.015,polar bear
71.044,178.69,polar bear
69.533,-139.142,polar bear
71.154,-167.459,polar bear
70.777,-141.391,polar bear
70.8833,-153.7,polar bear
74.439,-159.283,polar bear
69.9299,-144.9753,polar bear
70.0266,-142.6881,polar bear
69.731,-141.1713,polar bear
69.559,-138.8225,polar bear
74.1667,-121.75,polar bear
69.9667,-118.4167,polar bear
69.4667,-116.5833,polar bear
69.5335,-141.4071,polar bear
72.595,-151.538,polar bear
73.483,-147.0,polar bear
69.9167,-142.4,polar bear
74.6667,-146.6667,polar bear
69.5833,-140.8333,polar bear
74.2167,-117.3,polar bear
74.4833,-145.1667,polar bear
72.05,-126.95,polar bear
77.0333,-119.1333,polar bear
71.8333,-128.6667,polar bear
73.7,-116.5833,polar bear
70.25,-125.5,polar bear
72.15,-120.5833,polar bear
72.3667,-143.0,polar bear
70.5,-131.6667,polar bear
72.2667,-127.2833,polar bear
73.2167,-155.3667,polar bear
74.524,-145.908,polar bear
74.257,-146.549,polar bear
69.9,-136.4333,polar bear
72.1833,-135.9167,polar bear
70.5,-116.5833,polar bear
70.6333,-122.5833,polar bear
74.3167,-124.3333,polar bear
70.0667,-133.9167,polar bear
71.733,-148.518,polar bear
73.946,-143.545,polar bear
69.1167,-138.0,polar bear
70.4294,-150.5564,polar bear
70.5327,-151.7299,polar bear
70.8875,-152.3556,polar bear
72.416,-151.905,polar bear
67.683,-168.429,polar bear
63.67,-170.35,polar bear
69.83,-162.98,polar bear
69.8743,-142.5415,polar bear
65.7698,-168.921,polar bear
70.5565,-149.474,polar bear
78.54,-144.06,polar bear
70.186,-146.0696,polar bear
69.9679,-144.3856,polar bear
69.9899,-145.1537,polar bear
69.8994,-144.6558,polar bear
70.2437,-147.8143,polar bear
70.4883,-149.2445,polar bear
70.8669,-152.7262,polar bear
70.5542,-149.5024,polar bear
69.9394,-146.3728,polar bear
70.5565,-150.1929,polar bear
71.2263,-154.5643,polar bear
70.5564,-149.4734,polar bear
70.5556,-149.4651,polar bear
70.0117,-143.0427,polar bear
70.1402,-147.3123,polar bear
70.2317,-146.4157,polar bear
70.8141,-158.1766,polar bear
71.1943,-147.4569,polar bear
71.321,-145.345,polar bear
69.3659,-135.5328,polar bear
69.6,-138.5833,polar bear
71.094,-149.071,polar bear
69.5667,-138.8333,polar bear
68.9667,-139.8333,polar bear
70.4,-131.8167,polar bear
70.5565,-149.583,polar bear
69.2729,-141.4087,polar bear
70.1682,-146.6402,polar bear
69.9333,-144.4667,polar bear
69.9275,-144.9195,polar bear
70.1847,-146.5313,polar bear
69.6904,-142.1039,polar bear
73.095,-145.744,polar bear
70.5557,-149.5799,polar bear
69.4274,-141.3878,polar bear
70.0996,-145.6747,polar bear
70.9271,-151.5323,polar bear
71.1027,-154.9092,polar bear
71.0997,-154.4445,polar bear
70.5584,-149.5854,polar bear
72.403,-151.956,polar bear
70.1756,-145.9559,polar bear
70.5565,-149.5831,polar bear
71.1093,-154.9644,polar bear
70.072,-146.032,polar bear
70.2079,-147.2392,polar bear
70.4983,-149.0932,polar bear
70.747,-150.089,polar bear
70.1761,-146.676,polar bear
70.1145,-145.8425,polar bear
70.5101,-149.1243,polar bear
70.1782,-145.9677,polar bear
70.4383,-150.7203,polar bear
69.8039,-144.8696,polar bear
70.581,-149.9355,polar bear
70.529,-149.2688,polar bear
71.709,-155.339,polar bear
70.263,-161.974,polar bear
69.581,-138.996,polar bear
83.521,-22.849,polar bear
83.1417,-46.1797,polar bear
74.813,-163.66,polar bear
71.082,-163.515,polar bear
76.802,-142.15,polar bear
72.398,-157.681,polar bear
78.845,-161.778,polar bear
72.998,-149.805,polar bear
72.027,-141.096,polar bear
71.086,-159.152,polar bear
73.378,-138.465,polar bear
71.206,-172.353,polar bear
73.996,-164.284,polar bear
72.131,-153.838,polar bear
75.125,-144.735,polar bear
70.892,-154.547,polar bear
71.727,-155.865,polar bear
69.9145,-146.344,polar bear
70.8796,-159.2492,polar bear
70.0558,-145.6945,polar bear
70.111,-143.295,polar bear
70.1611,-145.8637,polar bear
69.6323,-140.8578,polar bear
70.342,-137.759,polar bear
75.4,-150.615,polar bear
70.5753,-151.9223,polar bear
70.532,-149.279,polar bear
70.802,-152.283,polar bear
70.1512,-146.8616,polar bear
70.5754,-151.9225,polar bear
70.5,-149.096,polar bear
70.4876,-149.2457,polar bear
70.1901,-147.6116,polar bear
70.6228,-159.938,polar bear
70.5559,-149.4692,polar bear
70.7993,-149.6267,polar bear
70.182,-145.991,polar bear
71.1566,-155.7226,polar bear
69.9918,-144.4188,polar bear
75.594,-122.324,polar bear
74.085,-116.951,polar bear
73.855,-124.965,polar bear
70.845,-119.991,polar bear
76.75,-120.977,polar bear
72.928,-129.473,polar bear
73.913,-124.52,polar bear
72.438,-141.195,polar bear
69.562,-141.78,polar bear
74.195,-152.033,polar bear
77.174,-137.469,polar bear
78.847,-168.693,polar bear
72.005,-145.383,polar bear
72.41,-140.122,polar bear
73.068,-172.06,polar bear
73.163,-140.264,polar bear
72.681,-137.573,polar bear
69.26,-138.322,polar bear
76.145,-128.514,polar bear
71.523,-148.061,polar bear
73.18,-130.004,polar bear
69.728,164.12,polar bear
73.7643,-124.9562,polar bear
73.895,-124.532,polar bear
74.558,-121.628,polar bear
70.2859,-146.0628,polar bear
70.18,-145.9737,polar bear
70.4909,-147.9874,polar bear
70.3134,-147.9887,polar bear
68.849,-165.805,polar bear
70.4033,-149.1279,polar bear
70.5529,-149.4858,polar bear
70.058,-145.583,polar bear
70.1503,-145.8755,polar bear
70.1333,-145.9393,polar bear
70.4981,-149.0933,polar bear
70.316,-151.5043,polar bear
70.4879,-149.2453,polar bear
70.2114,-147.2406,polar bear
70.5499,-149.4621,polar bear
70.5562,-149.4664,polar bear
70.559,-149.5327,polar bear
70.5536,-149.4873,polar bear
70.4988,-149.0938,polar bear
70.4997,-149.0949,polar bear
70.5555,-149.5779,polar bear
70.3079,-148.1511,polar bear
70.5533,-149.4874,polar bear
70.1865,-146.0127,polar bear
70.3089,-148.1508,polar bear
70.5299,-149.2692,polar bear
70.5561,-149.5746,polar bear
70.8568,-154.9792,polar bear
69.1911,-138.2509,polar bear
68.8873,-137.0253,polar bear
70.2898,-147.7945,polar bear
69.3637,-143.3672,polar bear
70.8224,-153.9907,polar bear
70.1321,-145.9387,polar bear
70.1787,-145.9717,polar bear
70.1952,-146.0769,polar bear
70.0168,-143.2331,polar bear
69.6106,-138.9423,polar bear
70.3172,-148.0031,polar bear
69.8278,162.8392,polar bear
70.1653,-153.7097,polar bear
70.0621,-145.6654,polar bear
70.4368,-150.8173,polar bear
70.6315,-151.2537,polar bear
71.1293,-155.1068,polar bear
76.4486,-125.8177,polar bear
81.1632,-127.9099,polar bear
70.1762,-145.9619,polar bear
69.601,-135.4839,polar bear
70.1836,-146.0099,polar bear
78.7596,-113.5841,polar bear
70.0919,-145.6505,polar bear
70.4995,-149.0946,polar bear
72.4617,-144.88,polar bear
71.0695,-155.0944,polar bear
73.3796,-133.8879,polar bear
74.0305,-134.4404,polar bear
70.1907,-147.3257,polar bear
71.199,-178.051,polar bear
70.993,-179.915,polar bear
71.04,178.774,polar bear
71.368,-175.537,polar bear
69.853,-139.355,polar bear
69.4888,-135.813,polar bear
72.022,-132.876,polar bear
71.329,-153.709,polar bear
70.519,-178.039,polar bear
71.39,-152.081,polar bear
67.923,-175.857,polar bear
73.16,-165.306,polar bear
71.332,-175.355,polar bear
71.04,178.604,polar bear
67.456,-174.591,polar bear
74.324,-177.303,polar bear
66.532,-170.968,polar bear
71.1655,-177.4885,polar bear
71.178,178.402,polar bear
71.189,-178.15,polar bear
71.089,178.833,polar bear
71.2315,179.7565,polar bear
69.2916,178.6216,polar bear
70.909,179.722,polar bear
71.227,-178.564,polar bear
71.338,-179.296,polar bear
73.372,-167.539,polar bear
71.296,-178.965,polar bear
71.0313,179.8343,polar bear
70.262,-161.965,polar bear
71.041,-179.4815,polar bear
70.044,171.18,polar bear
71.169,-141.816,polar bear
75.884,-122.419,polar bear
71.406,-178.513,polar bear
71.241,179.188,polar bear
70.9795,178.7245,polar bear
71.004,-177.86,polar bear
67.577,-175.059,polar bear
69.547,-141.237,polar bear
70.493,-147.9075,polar bear
75.178,-131.396,polar bear
72.592,-148.703,polar bear
77.251,-143.759,polar bear
70.847,-141.808,polar bear
74.217,-154.702,polar bear
70.698,-148.869,polar bear
73.927,-142.362,polar bear
83.155,-151.485,polar bear
80.398,-158.645,polar bear
69.579,-139.242,polar bear
79.1802,-137.1331,polar bear
76.24,-127.523,polar bear
71.837,-140.973,polar bear
71.097,-131.077,polar bear
72.2395,-125.6794,polar bear
71.34,179.549,polar bear
66.658,-171.379,polar bear
71.113,178.827,polar bear
71.161,-178.069,polar bear
71.189,-178.062,polar bear
71.329,179.536,polar bear
67.299,-175.807,polar bear
71.364,-175.531,polar bear
71.098,-179.301,polar bear
80.378,-146.502,polar bear
69.234,-164.258,polar bear
80.908,-177.777,polar bear
71.3581,-175.5787,polar bear
71.194,-178.067,polar bear
71.32,-179.286,polar bear
70.999,179.86,polar bear
70.895,178.898,polar bear
69.3442,-163.2184,polar bear
71.0642,-178.5709,polar bear
71.0704,-177.9328,polar bear
71.083,-178.869,polar bear
71.1769,-177.7166,polar bear
67.5872,-167.228,polar bear
75.7475,-147.0513,polar bear
68.1779,-177.5086,polar bear
69.7773,175.1546,polar bear
70.4884,-149.2438,polar bear
70.5558,-149.5814,polar bear
70.554,-149.501,polar bear
70.529,-149.269,polar bear
70.488,-149.245,polar bear
70.4873,-149.2462,polar bear
70.3123,-147.9833,polar bear
70.2536,-147.8003,polar bear
70.1978,-147.4763,polar bear
70.4882,-149.245,polar bear
70.5001,-149.0951,polar bear
70.3129,-147.9694,polar bear
70.313,-147.9693,polar bear
70.2697,-147.825,polar bear
70.2897,-147.799,polar bear
70.1745,-146.681,polar bear
70.5569,-149.9125,polar bear
70.5554,-149.5754,polar bear
70.4876,-149.2457,polar bear
70.3129,-147.985,polar bear
70.3127,-147.9847,polar bear
70.3137,-147.9628,polar bear
70.4876,-149.2458,polar bear
70.4885,-149.245,polar bear
70.3133,-147.9661,polar bear
70.4885,-149.2432,polar bear
70.5428,-151.0065,polar bear
70.408,-150.4155,polar bear
70.5315,-149.2741,polar bear
70.4432,-150.0603,polar bear
70.4679,-149.985,polar bear
70.4886,-149.2437,polar bear
70.498,-149.0942,polar bear
70.2896,-148.5135,polar bear
70.3139,-147.9858,polar bear
70.3153,-147.9995,polar bear
70.3015,-147.8866,polar bear
70.3288,-148.235,polar bear
